00:00,0
06:00,0
06:05,0
06:10,1
06:15,1
06:20,0
06:25,2
06:30,5
06:35,2
06:40,3
06:45,2
06:50,7
06:55,2
07:00,3
07:05,0
07:10,6
07:15,5
07:20,9
07:25,1
07:30,2
07:35,1
07:40,1
07:45,3
07:50,2
07:55,3
08:00,2
08:05,2
08:10,5
08:15,5
08:20,3
08:25,4
08:30,5
08:35,9
08:40,5
08:45,4
08:50,5
08:55,9
09:00,13
09:05,11
09:10,10
09:15,11
09:20,7
09:25,6
09:30,3
09:35,4
09:40,3
09:45,3
09:50,7
09:55,6
10:00,9
10:05,8
10:10,6
10:15,8
10:20,13
10:25,5
10:30,4
10:35,6
10:40,12
10:45,11
10:50,13
10:55,16
11:00,13
11:05,18
11:10,22
11:15,21
11:20,9
11:25,15
11:30,12
11:35,10
11:40,19
11:45,19
11:50,11
11:55,13
12:00,17
12:05,22
12:10,24
12:15,23
12:20,16
12:25,13
12:30,24
12:35,26
12:40,19
12:45,34
12:50,21
12:55,34
13:00,37
13:05,22
13:10,14
13:15,16
13:20,4
13:25,9
13:30,8
13:35,7
13:40,5
13:45,9
13:50,7
13:55,12
14:00,7
14:05,7
14:10,11
14:15,12
14:20,3
14:25,6
14:30,4
14:35,10
14:40,10
14:45,6
14:50,6
14:55,4
15:00,5
15:05,7
15:10,5
15:15,8
15:20,7
15:25,10
15:30,7
15:35,17
15:40,13
15:45,16
15:50,27
15:55,34
16:00,27
16:05,30
16:10,41
16:15,16
16:20,12
16:25,17
16:30,9
16:35,17
16:40,6
16:45,10
16:50,15
16:55,7
17:00,9
17:05,10
17:10,4
17:15,11
17:20,11
17:25,7
17:30,12
17:35,9
17:40,8
17:45,9
17:50,6
17:55,11
18:00,7
18:05,18
18:10,12
18:15,12
18:20,12
18:25,8
18:30,12
18:35,13
18:40,3
18:45,18
18:50,12
18:55,8
19:00,9
19:05,8
19:10,3
19:15,14
19:20,13
19:25,14
19:30,13
19:35,4
19:40,10
19:45,5
19:50,10
19:55,29
20:00,22
20:05,27
20:10,11
20:15,20
20:20,15
20:25,18
20:30,18
20:35,18
20:40,21
20:45,19
20:50,18
20:55,18
21:00,10
21:05,15
21:10,8
21:15,18
21:20,27
21:25,22
21:30,21
21:35,26
21:40,12
21:45,0
21:50,1
21:55,0
22:00,0
22:05,0
22:10,1
22:15,0
22:20,1
22:25,0
22:30,0
22:35,0
22:45,1
22:50,0
23:00,0
23:05,0
23:20,0
23:45,0

